Particle_ID,Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
2,4.371999999999795,3.53532129497752e-06,1.0784068044389988e-06,-5.164295373785704e-07,-4.31922905553104e-06,-9.045612363893631e-06,-9.56660865196575e-06
2,4.373999999999795,3.498469300413606e-06,1.0457796983658124e-06,-5.103983577778423e-07,-3.685199456391401e-05,-3.2627106073186426e-05,6.031179600728139e-06
2,4.375999999999796,3.5134729517031095e-06,1.0488987136481955e-06,-4.908151858342476e-07,1.5003651289503865e-05,3.119015282383133e-06,1.958317194359475e-05
2,4.377999999999797,3.544644606679592e-06,1.0366459060181863e-06,-4.597615071313938e-07,3.117165497648245e-05,-1.22528076300092e-05,3.1053678702853774e-05
2,4.379999999999797,3.57336540215253e-06,1.0220552918173864e-06,-5.070622316320893e-07,2.872079547293789e-05,-1.4590614200799793e-05,-4.730072450069546e-05
2,4.381999999999798,3.568476927837616e-06,1.0393159814726806e-06,-5.574972688764301e-07,-4.8884743149137364e-06,1.7260689655294265e-05,-5.0435037244340764e-05
2,4.383999999999799,3.5551722419454153e-06,1.0562887695625846e-06,-5.280487120875117e-07,-1.3304685892200673e-05,1.6972788089904147e-05,2.944855678891841e-05
2,4.385999999999799,3.4934202629376997e-06,1.1016162493447798e-06,-5.204932440577414e-07,-6.175197900771559e-05,4.5327479782195264e-05,7.555468029770274e-06
2,4.3879999999998,3.500176891949706e-06,1.0847301719892231e-06,-5.218874541674495e-07,6.7566290120065065e-06,-1.688607735555659e-05,-1.3942101097081135e-06
2,4.389999999999801,3.479983323563017e-06,1.071622948440643e-06,-4.954973998302925e-07,-2.0193568386689136e-05,-1.3107223548580294e-05,2.6390054337156973e-05
2,4.391999999999801,3.503029990674664e-06,1.0650365116917934e-06,-5.025673038720672e-07,2.304666711164702e-05,-6.586436748849591e-06,-7.069904041774696e-06
2,4.393999999999802,3.4978938783593457e-06,1.0488033761695957e-06,-4.776826577604366e-07,-5.13611231531861e-06,-1.6233135522197728e-05,2.488464611163057e-05
2,4.395999999999803,3.5338277135889242e-06,1.0847449572461053e-06,-5.196038975343361e-07,3.5933835229578564e-05,3.594158107650956e-05,-4.192123977389956e-05
2,4.397999999999803,3.528161699171118e-06,1.0472811851138986e-06,-5.784412904405434e-07,-5.6660144178061735e-06,-3.746377213220675e-05,-5.883739290620728e-05
2,4.399999999999804,3.541494882041014e-06,1.0772723909964543e-06,-6.014264049303748e-07,1.3333182869895668e-05,2.9991205882555685e-05,-2.2985114489831313e-05
2,4.401999999999805,3.5676525863821473e-06,1.0968897658375092e-06,-6.169784457602547e-07,2.61577043411332e-05,1.9617374841055004e-05,-1.555204082987984e-05
2,4.403999999999805,3.5334166429254567e-06,1.0831647866386982e-06,-6.085509394873421e-07,-3.4235943456690613e-05,-1.3724979198810909e-05,8.427506272912589e-06
2,4.405999999999806,3.5212636563470717e-06,1.0553139810999184e-06,-6.673845131649404e-07,-1.2152986578384847e-05,-2.785080553877989e-05,-5.883357367759824e-05
2,4.407999999999807,3.5504793708242355e-06,1.046391873648862e-06,-6.398984492177292e-07,2.921571447716365e-05,-8.922107451056306e-06,2.748606394721118e-05
2,4.409999999999807,3.5784539926736175e-06,1.0846755901344133e-06,-6.422471721346346e-07,2.7974621849382033e-05,3.828371648555121e-05,-2.3487229169054534e-06
2,4.411999999999808,3.637440802445752e-06,1.0861109446326821e-06,-6.412050758561718e-07,5.898680977213454e-05,1.4353544982688764e-06,1.0420962784627934e-06
